"productId","partNumber","name","brand","productType","particleSize","poreSize","columnLength","innerDiameter","phaseType","phRange","status"
"DAIC-80522","80522","CHIRALPAK® IA-3 Analytical column","Daicel","HPLC Column","3","","50","4.6","Immobilized Chiral","","active"
"DAIC-80523","80523","CHIRALPAK® IA-3 Analytical column","Daicel","HPLC Column","3","","100","4.6","Immobilized Chiral","","active"
"DAIC-80524","80524","CHIRALPAK® IA-3 Analytical column","Daicel","HPLC Column","3","","150","4.6","Immobilized Chiral","","active"
"DAIC-80525","80525","CHIRALPAK® IA-3 Analytical column","Daicel","HPLC Column","3","","250","4.6","Immobilized Chiral","","active"
"DAIC-80594","80594","CHIRALPAK® IA-3 Analytical column","Daicel","HPLC Column","3","","150","2.1","Immobilized Chiral","","active"
"DAIC-80595","80595","CHIRALPAK® IA-3 Analytical column","Daicel","HPLC Column","3","","250","2.1","Immobilized Chiral","","active"
"DAIC-81511","81511","CHIRALPAK® IB-3 Guard cartridge ( ×3 )","Daicel","HPLC Column","3","","10","4.0","Immobilized Chiral","","active"
"DAIC-81522","81522","CHIRALPAK® IB-3 Analytical column","Daicel","HPLC Column","3","","50","4.6","Immobilized Chiral","","active"
"DAIC-81523","81523","CHIRALPAK® IB-3 Analytical column","Daicel","HPLC Column","3","","100","4.6","Immobilized Chiral","","active"
"DAIC-81524","81524","CHIRALPAK® IB-3 Analytical column","Daicel","HPLC Column","3","","150","4.6","Immobilized Chiral","","active"
"DAIC-81525","81525","CHIRALPAK® IB-3 Analytical column","Daicel","HPLC Column","3","","250","4.6","Immobilized Chiral","","active"
"DAIC-81594","81594","CHIRALPAK® IB-3 Analytical column","Daicel","HPLC Column","3","","150","2.1","Immobilized Chiral","","active"
"DAIC-81595","81595","CHIRALPAK® IB-3 Analytical column","Daicel","HPLC Column","3","","250","2.1","Immobilized Chiral","","active"
"DAIC-88511","88511","CHIRALPAK® IB N-3 Guard cartridge ( ×3 )","Daicel","HPLC Column","3","","10","4.0","Immobilized Chiral","","active"
"DAIC-88522","88522","CHIRALPAK® IB N-3 Analytical column","Daicel","HPLC Column","3","","50","4.6","Immobilized Chiral","","active"
"DAIC-88523","88523","CHIRALPAK® IB N-3 Analytical column","Daicel","HPLC Column","3","","100","4.6","Immobilized Chiral","","active"
"DAIC-88524","88524","CHIRALPAK® IB N-3 Analytical column","Daicel","HPLC Column","3","","150","4.6","Immobilized Chiral","","active"
"DAIC-88525","88525","CHIRALPAK® IB N-3 Analytical column","Daicel","HPLC Column","3","","250","4.6","Immobilized Chiral","","active"
"DAIC-88594","88594","CHIRALPAK® IB N-3 Analytical column","Daicel","HPLC Column","3","","150","2.1","Immobilized Chiral","","active"
"DAIC-88595","88595","CHIRALPAK® IB N-3 Analytical column","Daicel","HPLC Column","3","","250","2.1","Immobilized Chiral","","active"
"DAIC-83511","83511","CHIRALPAK® IC-3 Guard cartridge ( ×3 )","Daicel","HPLC Column","3","","10","4.0","Immobilized Chiral","","active"
"DAIC-83522","83522","CHIRALPAK® IC-3 Analytical column","Daicel","HPLC Column","3","","50","4.6","Immobilized Chiral","","active"
"DAIC-83523","83523","CHIRALPAK® IC-3 Analytical column","Daicel","HPLC Column","3","","100","4.6","Immobilized Chiral","","active"
"DAIC-83524","83524","CHIRALPAK® IC-3 Analytical column","Daicel","HPLC Column","3","","150","4.6","Immobilized Chiral","","active"
"DAIC-83525","83525","CHIRALPAK® IC-3 Analytical column","Daicel","HPLC Column","3","","250","4.6","Immobilized Chiral","","active"
"DAIC-83594","83594","CHIRALPAK® IC-3 Analytical column","Daicel","HPLC Column","3","","150","2.1","Immobilized Chiral","","active"
"DAIC-83595","83595","CHIRALPAK® IC-3 Analytical column","Daicel","HPLC Column","3","","250","2.1","Immobilized Chiral","","active"
"DAIC-84511","84511","CHIRALPAK® ID-3 Guard cartridge ( ×3 )","Daicel","HPLC Column","3","","10","4.0","Immobilized Chiral","","active"
"DAIC-84522","84522","CHIRALPAK® ID-3 Analytical column","Daicel","HPLC Column","3","","50","4.6","Immobilized Chiral","","active"
"DAIC-84523","84523","CHIRALPAK® ID-3 Analytical column","Daicel","HPLC Column","3","","100","4.6","Immobilized Chiral","","active"
"DAIC-84524","84524","CHIRALPAK® ID-3 Analytical column","Daicel","HPLC Column","3","","150","4.6","Immobilized Chiral","","active"
"DAIC-84525","84525","CHIRALPAK® ID-3 Analytical column","Daicel","HPLC Column","3","","250","4.6","Immobilized Chiral","","active"
"DAIC-84594","84594","CHIRALPAK® ID-3 Analytical column","Daicel","HPLC Column","3","","150","2.1","Immobilized Chiral","","active"
"DAIC-84595","84595","CHIRALPAK® ID-3 Analytical column","Daicel","HPLC Column","3","","250","2.1","Immobilized Chiral","","active"
"DAIC-85511","85511","CHIRALPAK® IE-3 Guard cartridge ( ×3 )","Daicel","HPLC Column","3","","10","4.0","Immobilized Chiral","","active"
"DAIC-85522","85522","CHIRALPAK® IE-3 Analytical column","Daicel","HPLC Column","3","","50","4.6","Immobilized Chiral","","active"
"DAIC-85523","85523","CHIRALPAK® IE-3 Analytical column","Daicel","HPLC Column","3","","100","4.6","Immobilized Chiral","","active"
"DAIC-85524","85524","CHIRALPAK® IE-3 Analytical column","Daicel","HPLC Column","3","","150","4.6","Immobilized Chiral","","active"
"DAIC-85525","85525","CHIRALPAK® IE-3 Analytical column","Daicel","HPLC Column","3","","250","4.6","Immobilized Chiral","","active"
"DAIC-85594","85594","CHIRALPAK® IE-3 Analytical column","Daicel","HPLC Column","3","","150","2.1","Immobilized Chiral","","active"
"DAIC-85595","85595","CHIRALPAK® IE-3 Analytical column","Daicel","HPLC Column","3","","250","2.1","Immobilized Chiral","","active"
"DAIC-86511","86511","CHIRALPAK® IF-3 Guard cartridge ( ×3 )","Daicel","HPLC Column","3","","10","4.0","Immobilized Chiral","","active"
"DAIC-86522","86522","CHIRALPAK® IF-3 Analytical column","Daicel","HPLC Column","3","","50","4.6","Immobilized Chiral","","active"
"DAIC-86523","86523","CHIRALPAK® IF-3 Analytical column","Daicel","HPLC Column","3","","100","4.6","Immobilized Chiral","","active"
"DAIC-86524","86524","CHIRALPAK® IF-3 Analytical column","Daicel","HPLC Column","3","","150","4.6","Immobilized Chiral","","active"
"DAIC-86525","86525","CHIRALPAK® IF-3 Analytical column","Daicel","HPLC Column","3","","250","4.6","Immobilized Chiral","","active"
"DAIC-86594","86594","CHIRALPAK® IF-3 Analytical column","Daicel","HPLC Column","3","","150","2.1","Immobilized Chiral","","active"
"DAIC-86595","86595","CHIRALPAK® IF-3 Analytical column","Daicel","HPLC Column","3","","250","2.1","Immobilized Chiral","","active"
"DAIC-87511","87511","CHIRALPAK® IG-3 Guard cartridge ( ×3 )","Daicel","HPLC Column","3","","10","4.0","Immobilized Chiral","","active"
"DAIC-87522","87522","CHIRALPAK® IG-3 Analytical column","Daicel","HPLC Column","3","","50","4.6","Immobilized Chiral","","active"
"DAIC-87523","87523","CHIRALPAK® IG-3 Analytical column","Daicel","HPLC Column","3","","100","4.6","Immobilized Chiral","","active"
"DAIC-87524","87524","CHIRALPAK® IG-3 Analytical column","Daicel","HPLC Column","3","","150","4.6","Immobilized Chiral","","active"
"DAIC-87525","87525","CHIRALPAK® IG-3 Analytical column","Daicel","HPLC Column","3","","250","4.6","Immobilized Chiral","","active"
"DAIC-87594","87594","CHIRALPAK® IG-3 Analytical column","Daicel","HPLC Column","3","","150","2.1","Immobilized Chiral","","active"
"DAIC-87595","87595","CHIRALPAK® IG-3 Analytical column","Daicel","HPLC Column","3","","250","2.1","Immobilized Chiral","","active"
"DAIC-89511","89511","CHIRALPAK® IH-3 Guard cartridge ( ×3 )","Daicel","HPLC Column","3","","10","4.0","Immobilized Chiral","","active"
"DAIC-89522","89522","CHIRALPAK® IH-3 Analytical column","Daicel","HPLC Column","3","","50","4.6","Immobilized Chiral","","active"
"DAIC-89523","89523","CHIRALPAK® IH-3 Analytical column","Daicel","HPLC Column","3","","100","4.6","Immobilized Chiral","","active"
"DAIC-89524","89524","CHIRALPAK® IH-3 Analytical column","Daicel","HPLC Column","3","","150","4.6","Immobilized Chiral","","active"
"DAIC-89525","89525","CHIRALPAK® IH-3 Analytical column","Daicel","HPLC Column","3","","250","4.6","Immobilized Chiral","","active"
"DAIC-89594","89594","CHIRALPAK® IH-3 Analytical column","Daicel","HPLC Column","3","","150","2.1","Immobilized Chiral","","active"
"DAIC-89595","89595","CHIRALPAK® IH-3 Analytical column","Daicel","HPLC Column","3","","250","2.1","Immobilized Chiral","","active"
"DAIC-90511","90511","CHIRALPAK® IJ-3 Guard cartridge ( ×3 )","Daicel","HPLC Column","3","","10","4.0","Immobilized Chiral","","active"
"DAIC-90522","90522","CHIRALPAK® IJ-3 Analytical column","Daicel","HPLC Column","3","","50","4.6","Immobilized Chiral","","active"
"DAIC-90523","90523","CHIRALPAK® IJ-3 Analytical column","Daicel","HPLC Column","3","","100","4.6","Immobilized Chiral","","active"
"DAIC-90524","90524","CHIRALPAK® IJ-3 Analytical column","Daicel","HPLC Column","3","","150","4.6","Immobilized Chiral","","active"
"DAIC-90525","90525","CHIRALPAK® IJ-3 Analytical column","Daicel","HPLC Column","3","","250","4.6","Immobilized Chiral","","active"
"DAIC-90594","90594","CHIRALPAK® IJ-3 Analytical column","Daicel","HPLC Column","3","","150","2.1","Immobilized Chiral","","active"
"DAIC-90595","90595","CHIRALPAK® IJ-3 Analytical column","Daicel","HPLC Column","3","","250","2.1","Immobilized Chiral","","active"
"DAIC-91511","91511","CHIRALPAK® IK-3 Guard cartridge ( ×3 )","Daicel","HPLC Column","3","","10","4.0","Immobilized Chiral","","active"
"DAIC-91522","91522","CHIRALPAK® IK-3 Analytical column","Daicel","HPLC Column","3","","50","4.6","Immobilized Chiral","","active"
"DAIC-91523","91523","CHIRALPAK® IK-3 Analytical column","Daicel","HPLC Column","3","","100","4.6","Immobilized Chiral","","active"
"DAIC-91524","91524","CHIRALPAK® IK-3 Analytical column","Daicel","HPLC Column","3","","150","4.6","Immobilized Chiral","","active"
"DAIC-91525","91525","CHIRALPAK® IK-3 Analytical column","Daicel","HPLC Column","3","","250","4.6","Immobilized Chiral","","active"
"DAIC-91594","91594","CHIRALPAK® IK-3 Analytical column","Daicel","HPLC Column","3","","150","2.1","Immobilized Chiral","","active"
"DAIC-91595","91595","CHIRALPAK® IK-3 Analytical column","Daicel","HPLC Column","3","","250","2.1","Immobilized Chiral","","active"
"DAIC-92511","92511","CHIRALPAK® IM-3 Guard cartridge ( ×3 )","Daicel","HPLC Column","3","","10","4.0","Immobilized Chiral","","active"
"DAIC-92522","92522","CHIRALPAK® IM-3 Analytical column","Daicel","HPLC Column","3","","50","4.6","Immobilized Chiral","","active"
"DAIC-92523","92523","CHIRALPAK® IM-3 Analytical column","Daicel","HPLC Column","3","","100","4.6","Immobilized Chiral","","active"
"DAIC-92524","92524","CHIRALPAK® IM-3 Analytical column","Daicel","HPLC Column","3","","150","4.6","Immobilized Chiral","","active"
"DAIC-92525","92525","CHIRALPAK® IM-3 Analytical column","Daicel","HPLC Column","3","","250","4.6","Immobilized Chiral","","active"
"DAIC-92594","92594","CHIRALPAK® IM-3 Analytical column","Daicel","HPLC Column","3","","150","2.1","Immobilized Chiral","","active"
"DAIC-92595","92595","CHIRALPAK® IM-3 Analytical column","Daicel","HPLC Column","3","","250","2.1","Immobilized Chiral","","active"
"DAIC-80311","80311","CHIRALPAK® IA Guard cartridge ( ×3 )","Daicel","HPLC Column","5","","10","4.0","Immobilized Chiral","","active"
"DAIC-80324","80324","CHIRALPAK® IA Analytical column","Daicel","HPLC Column","5","","150","4.6","Immobilized Chiral","","active"
"DAIC-80325","80325","CHIRALPAK® IA Analytical column","Daicel","HPLC Column","5","","250","4.6","Immobilized Chiral","","active"
"DAIC-80337","80337","CHIRALPAK® IA Guard column for semi-prep","Daicel","HPLC Column","5","","20","10.0","Immobilized Chiral","","active"
"DAIC-80335","80335","CHIRALPAK® IA Semi-prep","Daicel","HPLC Column","5","","250","10.0","Immobilized Chiral","","active"
"DAIC-80345","80345","CHIRALPAK® IA Semi-prep","Daicel","HPLC Column","5","","250","20.0","Immobilized Chiral","","active"
"DAIC-80394","80394","CHIRALPAK® IA Analytical column","Daicel","HPLC Column","5","","150","2.1","Immobilized Chiral","","active"
"DAIC-80395","80395","CHIRALPAK® IA Analytical column","Daicel","HPLC Column","5","","250","2.1","Immobilized Chiral","","active"
"DAIC-81311","81311","CHIRALPAK® IB Guard cartridge ( ×3 )","Daicel","HPLC Column","5","","10","4.0","Immobilized Chiral","","active"
"DAIC-81324","81324","CHIRALPAK® IB Analytical column","Daicel","HPLC Column","5","","150","4.6","Immobilized Chiral","","active"
"DAIC-81325","81325","CHIRALPAK® IB Analytical column","Daicel","HPLC Column","5","","250","4.6","Immobilized Chiral","","active"
"DAIC-81337","81337","CHIRALPAK® IB Guard column for semi-prep","Daicel","HPLC Column","5","","20","10.0","Immobilized Chiral","","active"
"DAIC-81335","81335","CHIRALPAK® IB Semi-prep","Daicel","HPLC Column","5","","250","10.0","Immobilized Chiral","","active"
"DAIC-81345","81345","CHIRALPAK® IB Semi-prep","Daicel","HPLC Column","5","","250","20.0","Immobilized Chiral","","active"
"DAIC-81394","81394","CHIRALPAK® IB Analytical column","Daicel","HPLC Column","5","","150","2.1","Immobilized Chiral","","active"
"DAIC-81395","81395","CHIRALPAK® IB Analytical column","Daicel","HPLC Column","5","","250","2.1","Immobilized Chiral","","active"
"DAIC-88311","88311","CHIRALPAK® IB N-5 Guard cartridge ( ×3 )","Daicel","HPLC Column","5","","10","4.0","Immobilized Chiral","","active"
"DAIC-88324","88324","CHIRALPAK® IB N-5 Analytical column","Daicel","HPLC Column","5","","150","4.6","Immobilized Chiral","","active"
"DAIC-88325","88325","CHIRALPAK® IB N-5 Analytical column","Daicel","HPLC Column","5","","250","4.6","Immobilized Chiral","","active"
"DAIC-88337","88337","CHIRALPAK® IB N-5 Guard column for semi-prep","Daicel","HPLC Column","5","","20","10.0","Immobilized Chiral","","active"
"DAIC-88335","88335","CHIRALPAK® IB N-5 Semi-prep","Daicel","HPLC Column","5","","250","10.0","Immobilized Chiral","","active"
"DAIC-88345","88345","CHIRALPAK® IB N-5 Semi-prep","Daicel","HPLC Column","5","","250","20.0","Immobilized Chiral","","active"
"DAIC-88394","88394","CHIRALPAK® IB N-5 Analytical column","Daicel","HPLC Column","5","","150","2.1","Immobilized Chiral","","active"
"DAIC-88395","88395","CHIRALPAK® IB N-5 Analytical column","Daicel","HPLC Column","5","","250","2.1","Immobilized Chiral","","active"
"DAIC-83311","83311","CHIRALPAK® IC Guard cartridge ( ×3 )","Daicel","HPLC Column","5","","10","4.0","Immobilized Chiral","","active"
"DAIC-83324","83324","CHIRALPAK® IC Analytical column","Daicel","HPLC Column","5","","150","4.6","Immobilized Chiral","","active"
"DAIC-83325","83325","CHIRALPAK® IC Analytical column","Daicel","HPLC Column","5","","250","4.6","Immobilized Chiral","","active"
"DAIC-83337","83337","CHIRALPAK® IC Guard column for semi-prep","Daicel","HPLC Column","5","","20","10.0","Immobilized Chiral","","active"
"DAIC-83335","83335","CHIRALPAK® IC Semi-prep","Daicel","HPLC Column","5","","250","10.0","Immobilized Chiral","","active"
"DAIC-83345","83345","CHIRALPAK® IC Semi-prep","Daicel","HPLC Column","5","","250","20.0","Immobilized Chiral","","active"
"DAIC-83394","83394","CHIRALPAK® IC Analytical column","Daicel","HPLC Column","5","","150","2.1","Immobilized Chiral","","active"
"DAIC-83395","83395","CHIRALPAK® IC Analytical column","Daicel","HPLC Column","5","","250","2.1","Immobilized Chiral","","active"
"DAIC-84311","84311","CHIRALPAK® ID Guard cartridge ( ×3 )","Daicel","HPLC Column","5","","10","4.0","Immobilized Chiral","","active"
"DAIC-84324","84324","CHIRALPAK® ID Analytical column","Daicel","HPLC Column","5","","150","4.6","Immobilized Chiral","","active"
"DAIC-84325","84325","CHIRALPAK® ID Analytical column","Daicel","HPLC Column","5","","250","4.6","Immobilized Chiral","","active"
"DAIC-84337","84337","CHIRALPAK® ID Guard column for semi-prep","Daicel","HPLC Column","5","","20","10.0","Immobilized Chiral","","active"
"DAIC-84335","84335","CHIRALPAK® ID Semi-prep","Daicel","HPLC Column","5","","250","10.0","Immobilized Chiral","","active"
"DAIC-84345","84345","CHIRALPAK® ID Semi-prep","Daicel","HPLC Column","5","","250","20.0","Immobilized Chiral","","active"
"DAIC-84394","84394","CHIRALPAK® ID Analytical column","Daicel","HPLC Column","5","","150","2.1","Immobilized Chiral","","active"
"DAIC-84395","84395","CHIRALPAK® ID Analytical column","Daicel","HPLC Column","5","","250","2.1","Immobilized Chiral","","active"
"DAIC-85311","85311","CHIRALPAK® IE Guard cartridge ( ×3 )","Daicel","HPLC Column","5","","10","4.0","Immobilized Chiral","","active"
"DAIC-85324","85324","CHIRALPAK® IE Analytical column","Daicel","HPLC Column","5","","150","4.6","Immobilized Chiral","","active"
"DAIC-85325","85325","CHIRALPAK® IE Analytical column","Daicel","HPLC Column","5","","250","4.6","Immobilized Chiral","","active"
"DAIC-85337","85337","CHIRALPAK® IE Guard column for semi-prep","Daicel","HPLC Column","5","","20","10.0","Immobilized Chiral","","active"
"DAIC-85335","85335","CHIRALPAK® IE Semi-prep","Daicel","HPLC Column","5","","250","10.0","Immobilized Chiral","","active"
"DAIC-85345","85345","CHIRALPAK® IE Semi-prep","Daicel","HPLC Column","5","","250","20.0","Immobilized Chiral","","active"
"DAIC-85394","85394","CHIRALPAK® IE Analytical column","Daicel","HPLC Column","5","","150","2.1","Immobilized Chiral","","active"
"DAIC-85395","85395","CHIRALPAK® IE Analytical column","Daicel","HPLC Column","5","","250","2.1","Immobilized Chiral","","active"
"DAIC-86311","86311","CHIRALPAK® IF Guard cartridge ( ×3 )","Daicel","HPLC Column","5","","10","4.0","Immobilized Chiral","","active"
"DAIC-86324","86324","CHIRALPAK® IF Analytical column","Daicel","HPLC Column","5","","150","4.6","Immobilized Chiral","","active"
"DAIC-86325","86325","CHIRALPAK® IF Analytical column","Daicel","HPLC Column","5","","250","4.6","Immobilized Chiral","","active"
"DAIC-86337","86337","CHIRALPAK® IF Guard column for semi-prep","Daicel","HPLC Column","5","","20","10.0","Immobilized Chiral","","active"
"DAIC-86335","86335","CHIRALPAK® IF Semi-prep","Daicel","HPLC Column","5","","250","10.0","Immobilized Chiral","","active"
"DAIC-86345","86345","CHIRALPAK® IF Semi-prep","Daicel","HPLC Column","5","","250","20.0","Immobilized Chiral","","active"
"DAIC-86394","86394","CHIRALPAK® IF Analytical column","Daicel","HPLC Column","5","","150","2.1","Immobilized Chiral","","active"
"DAIC-86395","86395","CHIRALPAK® IF Analytical column","Daicel","HPLC Column","5","","250","2.1","Immobilized Chiral","","active"
"DAIC-87311","87311","CHIRALPAK® IG Guard cartridge ( ×3 )","Daicel","HPLC Column","5","","10","4.0","Immobilized Chiral","","active"
"DAIC-87324","87324","CHIRALPAK® IG Analytical column","Daicel","HPLC Column","5","","150","4.6","Immobilized Chiral","","active"
"DAIC-87325","87325","CHIRALPAK® IG Analytical column","Daicel","HPLC Column","5","","250","4.6","Immobilized Chiral","","active"
"DAIC-87337","87337","CHIRALPAK® IG Guard column for semi-prep","Daicel","HPLC Column","5","","20","10.0","Immobilized Chiral","","active"
"DAIC-87335","87335","CHIRALPAK® IG Semi-prep","Daicel","HPLC Column","5","","250","10.0","Immobilized Chiral","","active"
"DAIC-87345","87345","CHIRALPAK® IG Semi-prep","Daicel","HPLC Column","5","","250","20.0","Immobilized Chiral","","active"
"DAIC-87394","87394","CHIRALPAK® IG Analytical column","Daicel","HPLC Column","5","","150","2.1","Immobilized Chiral","","active"
"DAIC-87395","87395","CHIRALPAK® IG Analytical column","Daicel","HPLC Column","5","","250","2.1","Immobilized Chiral","","active"
"DAIC-89311","89311","CHIRALPAK® IH Guard cartridge ( ×3 )","Daicel","HPLC Column","5","","10","4.0","Immobilized Chiral","","active"
"DAIC-89324","89324","CHIRALPAK® IH Analytical column","Daicel","HPLC Column","5","","150","4.6","Immobilized Chiral","","active"
"DAIC-89325","89325","CHIRALPAK® IH Analytical column","Daicel","HPLC Column","5","","250","4.6","Immobilized Chiral","","active"
"DAIC-89337","89337","CHIRALPAK® IH Guard column for semi-prep","Daicel","HPLC Column","5","","20","10.0","Immobilized Chiral","","active"
"DAIC-89335","89335","CHIRALPAK® IH Semi-prep","Daicel","HPLC Column","5","","250","10.0","Immobilized Chiral","","active"
"DAIC-89345","89345","CHIRALPAK® IH Semi-prep","Daicel","HPLC Column","5","","250","20.0","Immobilized Chiral","","active"
"DAIC-89394","89394","CHIRALPAK® IH Analytical column","Daicel","HPLC Column","5","","150","2.1","Immobilized Chiral","","active"
"DAIC-89395","89395","CHIRALPAK® IH Analytical column","Daicel","HPLC Column","5","","250","2.1","Immobilized Chiral","","active"
"DAIC-90311","90311","CHIRALPAK® IJ Guard cartridge ( ×3 )","Daicel","HPLC Column","5","","10","4.0","Immobilized Chiral","","active"
"DAIC-90324","90324","CHIRALPAK® IJ Analytical column","Daicel","HPLC Column","5","","150","4.6","Immobilized Chiral","","active"
"DAIC-90325","90325","CHIRALPAK® IJ Analytical column","Daicel","HPLC Column","5","","250","4.6","Immobilized Chiral","","active"
"DAIC-90337","90337","CHIRALPAK® IJ Guard column for semi-prep","Daicel","HPLC Column","5","","20","10.0","Immobilized Chiral","","active"
"DAIC-90335","90335","CHIRALPAK® IJ Semi-prep","Daicel","HPLC Column","5","","250","10.0","Immobilized Chiral","","active"
"DAIC-90345","90345","CHIRALPAK® IJ Semi-prep","Daicel","HPLC Column","5","","250","20.0","Immobilized Chiral","","active"
"DAIC-90394","90394","CHIRALPAK® IJ Analytical column","Daicel","HPLC Column","5","","150","2.1","Immobilized Chiral","","active"
"DAIC-90395","90395","CHIRALPAK® IJ Analytical column","Daicel","HPLC Column","5","","250","2.1","Immobilized Chiral","","active"
"DAIC-91311","91311","CHIRALPAK® IK Guard cartridge ( ×3 )","Daicel","HPLC Column","5","","10","4.0","Immobilized Chiral","","active"
"DAIC-91324","91324","CHIRALPAK® IK Analytical column","Daicel","HPLC Column","5","","150","4.6","Immobilized Chiral","","active"
"DAIC-91325","91325","CHIRALPAK® IK Analytical column","Daicel","HPLC Column","5","","250","4.6","Immobilized Chiral","","active"
"DAIC-91337","91337","CHIRALPAK® IK Guard column for semi-prep","Daicel","HPLC Column","5","","20","10.0","Immobilized Chiral","","active"
"DAIC-91335","91335","CHIRALPAK® IK Semi-prep","Daicel","HPLC Column","5","","250","10.0","Immobilized Chiral","","active"
"DAIC-91345","91345","CHIRALPAK® IK Semi-prep","Daicel","HPLC Column","5","","250","20.0","Immobilized Chiral","","active"
"DAIC-91394","91394","CHIRALPAK® IK Analytical column","Daicel","HPLC Column","5","","150","2.1","Immobilized Chiral","","active"
"DAIC-91395","91395","CHIRALPAK® IK Analytical column","Daicel","HPLC Column","5","","250","2.1","Immobilized Chiral","","active"
"DAIC-92311","92311","CHIRALPAK® IM Guard cartridge ( ×3 )","Daicel","HPLC Column","5","","10","4.0","Immobilized Chiral","","active"
"DAIC-92324","92324","CHIRALPAK® IM Analytical column","Daicel","HPLC Column","5","","150","4.6","Immobilized Chiral","","active"
"DAIC-92325","92325","CHIRALPAK® IM Analytical column","Daicel","HPLC Column","5","","250","4.6","Immobilized Chiral","","active"
"DAIC-92337","92337","CHIRALPAK® IM Guard column for semi-prep","Daicel","HPLC Column","5","","20","10.0","Immobilized Chiral","","active"
"DAIC-92335","92335","CHIRALPAK® IM Semi-prep","Daicel","HPLC Column","5","","250","10.0","Immobilized Chiral","","active"
"DAIC-92345","92345","CHIRALPAK® IM Semi-prep","Daicel","HPLC Column","5","","250","20.0","Immobilized Chiral","","active"
"DAIC-92394","92394","CHIRALPAK® IM Analytical column","Daicel","HPLC Column","5","","150","2.1","Immobilized Chiral","","active"
"DAIC-92395","92395","CHIRALPAK® IM Analytical column","Daicel","HPLC Column","5","","250","2.1","Immobilized Chiral","","active"
"DAIC-80253","80253","CHIRALPAK® IA Guard column for preparative","Daicel","HPLC Column","20","","100","50.0","Immobilized Chiral","","active"
"DAIC-80256","80256","CHIRALPAK® IA Preparative column","Daicel","HPLC Column","20","","500","50.0","Immobilized Chiral","","active"
"DAIC-83253","83253","CHIRALPAK® IC Guard column for preparative","Daicel","HPLC Column","20","","100","50.0","Immobilized Chiral","","active"
"DAIC-83256","83256","CHIRALPAK® IC Preparative column","Daicel","HPLC Column","20","","500","50.0","Immobilized Chiral","","active"
"DEVE-301-I20035W","301-I20035W","FlexFire C18 HPLC Column","Develosil","HPLC Column","1.6 µm","","35 mm","2.0 mm","C18","","active"
"DEVE-301-I20050W","301-I20050W","FlexFire C18 HPLC Column","Develosil","HPLC Column","1.6 µm","","50 mm","2.0 mm","C18","","active"
"DEVE-301-I20075W","301-I20075W","FlexFire C18 HPLC Column","Develosil","HPLC Column","1.6 µm","","75 mm","2.0 mm","C18","","active"
"DEVE-301-I20100W","301-I20100W","FlexFire C18 HPLC Column","Develosil","HPLC Column","1.6 µm","","100 mm","2.0 mm","C18","","active"
"DEVE-301-I20150W","301-I20150W","FlexFire C18 HPLC Column","Develosil","HPLC Column","1.6 µm","","150 mm","2.0 mm","C18","","active"
"DEVE-301-L20035W","301-L20035W","FlexFire C18 HPLC Column","Develosil","HPLC Column","2.6 µm","","35 mm","2.0 mm","C18","","active"
"DEVE-301-L20050W","301-L20050W","FlexFire C18 HPLC Column","Develosil","HPLC Column","2.6 µm","","50 mm","2.0 mm","C18","","active"
"DEVE-301-L20075W","301-L20075W","FlexFire C18 HPLC Column","Develosil","HPLC Column","2.6 µm","","75 mm","2.0 mm","C18","","active"
"DEVE-301-L20100W","301-L20100W","FlexFire C18 HPLC Column","Develosil","HPLC Column","2.6 µm","","100 mm","2.0 mm","C18","","active"
"DEVE-301-L20150W","301-L20150W","FlexFire C18 HPLC Column","Develosil","HPLC Column","2.6 µm","","150 mm","2.0 mm","C18","","active"
"DEVE-301-L20250W","301-L20250W","FlexFire C18 HPLC Column","Develosil","HPLC Column","2.6 µm","","250 mm","2.0 mm","C18","","active"
"DEVE-301-520035W","301-520035W","FlexFire C18 HPLC Column","Develosil","HPLC Column","5 µm","","35 mm","2.0 mm","C18","","active"
"DEVE-301-520050W","301-520050W","FlexFire C18 HPLC Column","Develosil","HPLC Column","5 µm","","50 mm","2.0 mm","C18","","active"
"DEVE-301-520075W","301-520075W","FlexFire C18 HPLC Column","Develosil","HPLC Column","5 µm","","75 mm","2.0 mm","C18","","active"
"DEVE-301-520100W","301-520100W","FlexFire C18 HPLC Column","Develosil","HPLC Column","5 µm","","100 mm","2.0 mm","C18","","active"
"DEVE-301-520150W","301-520150W","FlexFire C18 HPLC Column","Develosil","HPLC Column","5 µm","","150 mm","2.0 mm","C18","","active"
"DEVE-301-520250W","301-520250W","FlexFire C18 HPLC Column","Develosil","HPLC Column","5 µm","","250 mm","2.0 mm","C18","","active"
"DEVE-301-546035W","301-546035W","FlexFire C18 HPLC Column","Develosil","HPLC Column","5 µm","","35 mm","4.6 mm","C18","","active"
"DEVE-301-546050W","301-546050W","FlexFire C18 HPLC Column","Develosil","HPLC Column","5 µm","","50 mm","4.6 mm","C18","","active"
"DEVE-301-546075W","301-546075W","FlexFire C18 HPLC Column","Develosil","HPLC Column","5 µm","","75 mm","4.6 mm","C18","","active"
"DEVE-301-546100W","301-546100W","FlexFire C18 HPLC Column","Develosil","HPLC Column","5 µm","","100 mm","4.6 mm","C18","","active"
"DEVE-301-546150W","301-546150W","FlexFire C18 HPLC Column","Develosil","HPLC Column","5 µm","","150 mm","4.6 mm","C18","","active"
