"productId","partNumber","name","brand","productType","particleSize","poreSize","columnLength","innerDiameter","phaseType","phRange","status"
"REST-80476-820","80476-820","Molesieve 13X Packed GC Column, 80/100, 6', 2 mm ID, Configuration for Varian 3700, Vista Series, FID","Restek","GC Column","","","6 ft","2 mm","Molesieve 13X Packed GC Column","","active"
"REST-10921","10921","Rtx-502.2 GC Capillary Column, 105 m, 0.32 mm ID, 1.80 µm","Restek","GC Column","","","105 m","0.32 mm","Rtx-502.2 GC Capillary Column","","active"
"REST-10641","10641","Stabilwax GC Capillary Column, 60 m, 0.25 mm ID, 0.50 µm","Restek","GC Column","","","60 m","0.25 mm","Stabilwax GC Capillary Column","","active"
"REST-10427","10427","Rtx-35 GC Capillary Column, 60 m, 0.32 mm ID, 0.25 µm","Restek","GC Column","","","60 m","0.32 mm","Rtx-35 GC Capillary Column","","active"
"REST-80473-800","80473-800","Molesieve 5A Packed GC Column, 60/80, 6', 2 mm ID, General Configuration","Restek","GC Column","","","6 ft","2 mm","Molesieve 5A Packed GC Column","","active"
"REST-80125-800","80125-800","Packed GC Column, 5% Rt-1200/1.75% Bentone 34, Silcoport W 100/120, 2 m, 2 mm ID, General Configuration","Restek","GC Column","","","2 m","2 mm","Rt-1200","","active"
"REST-76088","76088","MXT-1301 GC Metal Capillary Column, 60 m, 0.53 mm ID, 3.00 µm","Restek","GC Column","","","60 m","0.53 mm","MXT-1301 GC Metal Capillary Column","","active"
"REST-11051","11051","Stabilwax-DA GC Capillary Column, 15 m, 0.32 mm ID, 1.00 µm","Restek","GC Column","","","15 m","0.32 mm","Stabilwax-DA GC Capillary Column","","active"
"REST-10655-126","10655-126","Stabilwax GC Capillary Column, 30 m, 0.53 mm ID, 1.00 µm with 5 m Integra-Guard Column","Restek","GC Column","","","30 m","0.53 mm","Stabilwax GC Capillary Column","","active"
"REST-13481","13481","Rxi-5ms GC Capillary Column, 30 m, 0.25 mm ID, 0.40 µm","Restek","GC Column","","","5 m","0.25 mm","Rxi- s GC Capillary Column","","active"
"REST-72088","72088","MXT-1701 GC Metal Capillary Column, 60 m, 0.53 mm ID, 3.00 µm","Restek","GC Column","","","60 m","0.53 mm","MXT-1701 GC Metal Capillary Column","","active"
"REST-41302","41302","Rtx-PCB GC Capillary Column, 20 m, 0.18 mm ID, 0.18 µm","Restek","GC Column","","","20 m","0.18 mm","Rtx-PCB GC Capillary Column","","active"
"REST-80476-810","80476-810","Molesieve 13X Packed GC Column, 80/100, 6', 2 mm ID, Configuration for Agilent","Restek","GC Column","","","6 ft","2 mm","Molesieve 13X Packed GC Column","","active"
"REST-19752","19752","Rt-U-BOND PLOT Column, 30 m, 0.32 mm ID, 10 µm","Restek","GC Column","","","30 m","0.32 mm","Rt-U-BOND PLOT Column","","active"
"REST-18003","18003","Rtx-BAC1 GC Capillary Column, 30 m, 0.32 mm ID, 1.80 µm","Restek","GC Column","","","30 m","0.32 mm","Rtx-BAC1 GC Capillary Column","","active"
"REST-10820","10820","Stabilwax-DB GC Capillary Column, 15 m, 0.25 mm ID, 0.25 µm","Restek","GC Column","","","15 m","0.25 mm","Stabilwax-DB GC Capillary Column","","active"
"REST-25700","25700","GC Packing Material, Tenax-TA, 20/35 Mesh","Restek","GC Column","","","35 m","","GC Packing Material","","active"
"REST-88000-875","88000-875","Packed GC Column, 2abc Refinery Gas Column Set on Silcosteel Tubing","Restek","GC Column","","","","","Packed GC Column","","active"
"REST-11062","11062","Stabilwax-DA GC Capillary Column, 15 m, 0.53 mm ID, 1.50 µm","Restek","GC Column","","","15 m","0.53 mm","Stabilwax-DA GC Capillary Column","","active"
"REST-10968","10968","Rtx-624 GC Capillary Column, 30 m, 0.25 mm ID, 1.40 µm","Restek","GC Column","","","30 m","0.25 mm","Rtx-624 GC Capillary Column","","active"
"REST-10221","10221","Rtx-5 GC Capillary Column, 15 m, 0.32 mm ID, 0.25 µm","Restek","GC Column","","","15 m","0.32 mm","Rtx-5 GC Capillary Column","","active"
"REST-10535","10535","Rtx-50 GC Capillary Column, 15 m, 0.25 mm ID, 0.50 µm","Restek","GC Column","","","15 m","0.25 mm","Rtx-50 GC Capillary Column","","active"
"REST-13373","13373","Rxi-1ms GC Capillary Column, 60 m, 0.53 mm ID, 1.5 µm","Restek","GC Column","","","1 m","0.53 mm","Rxi- s GC Capillary Column","","active"
"REST-80470-800","80470-800","Porapak R Packed GC Column, 80/100, 6', 2 mm ID, General Configuration","Restek","GC Column","","","6 ft","2 mm","Porapak R Packed GC Column","","active"
"REST-75055","75055","MXT-200 GC Metal Capillary Column, 30 m, 0.53 mm ID, 1.00 µm","Restek","GC Column","","","30 m","0.53 mm","MXT-200 GC Metal Capillary Column","","active"
"ACE-C-10001","C-10001","Avantor Hichrom HI-1 GC Column, 15m x 0.25mm x 0.25µm","ACE","GC Column","","","15 m","0.25 mm","HI-1","","active"
"ACE-C-10002","C-10002","Avantor Hichrom HI-1 GC Column, 30m x 0.25mm x 0.25µm","ACE","GC Column","","","30 m","0.25 mm","HI-1","","active"
"ACE-C-10003","C-10003","Avantor Hichrom HI-1 GC Column, 60m x 0.25mm x 0.25µm","ACE","GC Column","","","60 m","0.25 mm","HI-1","","active"
"ACE-C-10004","C-10004","Avantor Hichrom HI-1 GC Column, 15m x 0.25mm x 0.5µm","ACE","GC Column","","","15 m","0.25 mm","HI-1","","active"
"ACE-C-10005","C-10005","Avantor Hichrom HI-1 GC Column, 30m x 0.25mm x 0.5µm","ACE","GC Column","","","30 m","0.25 mm","HI-1","","active"
"ACE-C-10006","C-10006","Avantor Hichrom HI-1 GC Column, 15m x 0.25mm x 1.0µm","ACE","GC Column","","","15 m","0.25 mm","HI-1","","active"
"ACE-C-10007","C-10007","Avantor Hichrom HI-1 GC Column, 30m x 0.25mm x 1.0µm","ACE","GC Column","","","30 m","0.25 mm","HI-1","","active"
"ACE-C-10008","C-10008","Avantor Hichrom HI-1 GC Column, 30m x 0.32mm x 0.25µm","ACE","GC Column","","","30 m","0.32 mm","HI-1","","active"
"ACE-C-10009","C-10009","Avantor Hichrom HI-1 GC Column, 60m x 0.32mm x 0.25µm","ACE","GC Column","","","60 m","0.32 mm","HI-1","","active"
"ACE-C-10010","C-10010","Avantor Hichrom HI-1 GC Column, 30m x 0.32mm x 0.5µm","ACE","GC Column","","","30 m","0.32 mm","HI-1","","active"
"ACE-C-10011","C-10011","Avantor Hichrom HI-1 GC Column, 30m x 0.32mm x 1.0µm","ACE","GC Column","","","30 m","0.32 mm","HI-1","","active"
"ACE-C-10012","C-10012","Avantor Hichrom HI-1 GC Column, 15m x 0.53mm x 0.5µm","ACE","GC Column","","","15 m","0.53 mm","HI-1","","active"
"ACE-C-10013","C-10013","Avantor Hichrom HI-1 GC Column, 30m x 0.53mm x 0.5µm","ACE","GC Column","","","30 m","0.53 mm","HI-1","","active"
"ACE-C-10014","C-10014","Avantor Hichrom HI-1 GC Column, 15m x 0.53mm x 1.0µm","ACE","GC Column","","","15 m","0.53 mm","HI-1","","active"
"ACE-C-10015","C-10015","Avantor Hichrom HI-1 GC Column, 30m x 0.53mm x 1.0µm","ACE","GC Column","","","30 m","0.53 mm","HI-1","","active"
"ACE-C-10021","C-10021","Avantor Hichrom HI-5 GC Column, 15m x 0.25mm x 0.25µm","ACE","GC Column","","","15 m","0.25 mm","HI-5","","active"
"ACE-C-10022","C-10022","Avantor Hichrom HI-5 GC Column, 30m x 0.25mm x 0.25µm","ACE","GC Column","","","30 m","0.25 mm","HI-5","","active"
"ACE-C-10023","C-10023","Avantor Hichrom HI-5 GC Column, 60m x 0.25mm x 0.25µm","ACE","GC Column","","","60 m","0.25 mm","HI-5","","active"
"ACE-C-10024","C-10024","Avantor Hichrom HI-5 GC Column, 15m x 0.25mm x 0.5µm","ACE","GC Column","","","15 m","0.25 mm","HI-5","","active"
"ACE-C-10025","C-10025","Avantor Hichrom HI-5 GC Column, 30m x 0.25mm x 0.5µm","ACE","GC Column","","","30 m","0.25 mm","HI-5","","active"
"ACE-C-10026","C-10026","Avantor Hichrom HI-5 GC Column, 15m x 0.25mm x 1.0µm","ACE","GC Column","","","15 m","0.25 mm","HI-5","","active"
"ACE-C-10027","C-10027","Avantor Hichrom HI-5 GC Column, 30m x 0.25mm x 1.0µm","ACE","GC Column","","","30 m","0.25 mm","HI-5","","active"
"ACE-C-10028","C-10028","Avantor Hichrom HI-5 GC Column, 30m x 0.32mm x 0.25µm","ACE","GC Column","","","30 m","0.32 mm","HI-5","","active"
"ACE-C-10029","C-10029","Avantor Hichrom HI-5 GC Column, 60m x 0.32mm x 0.25µm","ACE","GC Column","","","60 m","0.32 mm","HI-5","","active"
"ACE-C-10030","C-10030","Avantor Hichrom HI-5 GC Column, 30m x 0.32mm x 0.5µm","ACE","GC Column","","","30 m","0.32 mm","HI-5","","active"
"ACE-C-10031","C-10031","Avantor Hichrom HI-5 GC Column, 30m x 0.32mm x 1.0µm","ACE","GC Column","","","30 m","0.32 mm","HI-5","","active"
"ACE-C-10032","C-10032","Avantor Hichrom HI-5 GC Column, 15m x 0.53mm x 0.5µm","ACE","GC Column","","","15 m","0.53 mm","HI-5","","active"
"ACE-C-10033","C-10033","Avantor Hichrom HI-5 GC Column, 30m x 0.53mm x 0.5µm","ACE","GC Column","","","30 m","0.53 mm","HI-5","","active"
"ACE-C-10034","C-10034","Avantor Hichrom HI-5 GC Column, 15m x 0.53mm x 1.0µm","ACE","GC Column","","","15 m","0.53 mm","HI-5","","active"
"ACE-C-10035","C-10035","Avantor Hichrom HI-5 GC Column, 30m x 0.53mm x 1.0µm","ACE","GC Column","","","30 m","0.53 mm","HI-5","","active"
"ACE-C-10201","C-10201","Avantor Hichrom HI-WAX GC Column, 15m x 0.25mm x 0.25µm","ACE","GC Column","","","15 m","0.25 mm","HI-WAX","","active"
"ACE-C-10202","C-10202","Avantor Hichrom HI-WAX GC Column, 30m x 0.25mm x 0.25µm","ACE","GC Column","","","30 m","0.25 mm","HI-WAX","","active"
"ACE-C-10203","C-10203","Avantor Hichrom HI-WAX GC Column, 15m x 0.25mm x 0.5µm","ACE","GC Column","","","15 m","0.25 mm","HI-WAX","","active"
"ACE-C-10204","C-10204","Avantor Hichrom HI-WAX GC Column, 30m x 0.25mm x 0.5µm","ACE","GC Column","","","30 m","0.25 mm","HI-WAX","","active"
"ACE-C-10205","C-10205","Avantor Hichrom HI-WAX GC Column, 15m x 0.25mm x 1.0µm","ACE","GC Column","","","15 m","0.25 mm","HI-WAX","","active"
"ACE-C-10206","C-10206","Avantor Hichrom HI-WAX GC Column, 30m x 0.25mm x 1.0µm","ACE","GC Column","","","30 m","0.25 mm","HI-WAX","","active"
"ACE-C-10207","C-10207","Avantor Hichrom HI-WAX GC Column, 30m x 0.32mm x 0.25µm","ACE","GC Column","","","30 m","0.32 mm","HI-WAX","","active"
"ACE-C-10208","C-10208","Avantor Hichrom HI-WAX GC Column, 30m x 0.32mm x 0.5µm","ACE","GC Column","","","30 m","0.32 mm","HI-WAX","","active"
"ACE-C-10209","C-10209","Avantor Hichrom HI-WAX GC Column, 30m x 0.32mm x 1.0µm","ACE","GC Column","","","30 m","0.32 mm","HI-WAX","","active"
"ACE-C-10210","C-10210","Avantor Hichrom HI-WAX GC Column, 15m x 0.53mm x 0.5µm","ACE","GC Column","","","15 m","0.53 mm","HI-WAX","","active"
"ACE-C-10211","C-10211","Avantor Hichrom HI-WAX GC Column, 30m x 0.53mm x 0.5µm","ACE","GC Column","","","30 m","0.53 mm","HI-WAX","","active"
"ACE-C-10212","C-10212","Avantor Hichrom HI-WAX GC Column, 15m x 0.53mm x 1.0µm","ACE","GC Column","","","15 m","0.53 mm","HI-WAX","","active"
"ACE-C-10213","C-10213","Avantor Hichrom HI-WAX GC Column, 30m x 0.53mm x 1.0µm","ACE","GC Column","","","30 m","0.53 mm","HI-WAX","","active"
"ACE-C-10101","C-10101","Avantor Hichrom HI-5 MS GC Column, 30m x 0.25mm x 0.25µm","ACE","GC Column","","","30 m","0.25 mm","HI-5 MS","","active"
"ACE-C-10102","C-10102","Avantor Hichrom HI-5 MS GC Column, 30m x 0.25mm x 0.5µm","ACE","GC Column","","","30 m","0.25 mm","HI-5 MS","","active"
"ACE-C-10103","C-10103","Avantor Hichrom HI-5 MS GC Column, 30m x 0.25mm x 1.0µm","ACE","GC Column","","","30 m","0.25 mm","HI-5 MS","","active"
"ACE-C-10104","C-10104","Avantor Hichrom HI-5 MS GC Column, 30m x 0.32mm x 0.25µm","ACE","GC Column","","","30 m","0.32 mm","HI-5 MS","","active"
"ACE-C-10105","C-10105","Avantor Hichrom HI-5 MS GC Column, 30m x 0.32mm x 0.5µm","ACE","GC Column","","","30 m","0.32 mm","HI-5 MS","","active"
"ACE-C-10106","C-10106","Avantor Hichrom HI-5 MS GC Column, 30m x 0.32mm x 1.0µm","ACE","GC Column","","","30 m","0.32 mm","HI-5 MS","","active"
"ACE-C-10107","C-10107","Avantor Hichrom HI-5 MS GC Column, 30m x 0.53mm x 0.5µm","ACE","GC Column","","","30 m","0.53 mm","HI-5 MS","","active"
"AVAN- GC Columns"," GC Columns","40 m","Avantor","GC Column","","","0.18 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","100 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","105 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","40 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","50 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","60 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","10 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","15 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","25 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","30 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","70 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","80 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","90 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","10 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","15 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","25 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","30 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","40 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","50 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","60 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","70 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","80 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","90 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","100 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","105 m","Avantor","GC Column","","","0.20 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","10 m","Avantor","GC Column","","","0.25 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","15 m","Avantor","GC Column","","","0.25 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","25 m","Avantor","GC Column","","","0.25 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","30 m","Avantor","GC Column","","","0.25 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","40 m","Avantor","GC Column","","","0.25 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","50 m","Avantor","GC Column","","","0.25 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","60 m","Avantor","GC Column","","","0.25 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","70 m","Avantor","GC Column","","","0.25 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","80 m","Avantor","GC Column","","","0.25 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","90 m","Avantor","GC Column","","","0.25 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","100 m","Avantor","GC Column","","","0.25 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","105 m","Avantor","GC Column","","","0.25 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","10 m","Avantor","GC Column","","","0.32 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","15 m","Avantor","GC Column","","","0.32 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","25 m","Avantor","GC Column","","","0.32 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","30 m","Avantor","GC Column","","","0.32 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","40 m","Avantor","GC Column","","","0.32 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","50 m","Avantor","GC Column","","","0.32 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","60 m","Avantor","GC Column","","","0.32 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","70 m","Avantor","GC Column","","","0.32 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","80 m","Avantor","GC Column","","","0.32 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","90 m","Avantor","GC Column","","","0.32 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","100 m","Avantor","GC Column","","","0.32 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","105 m","Avantor","GC Column","","","0.32 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","10 m","Avantor","GC Column","","","0.53 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","15 m","Avantor","GC Column","","","0.53 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","25 m","Avantor","GC Column","","","0.53 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","30 m","Avantor","GC Column","","","0.53 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","40 m","Avantor","GC Column","","","0.53 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","50 m","Avantor","GC Column","","","0.53 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","60 m","Avantor","GC Column","","","0.53 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","70 m","Avantor","GC Column","","","0.53 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","80 m","Avantor","GC Column","","","0.53 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","90 m","Avantor","GC Column","","","0.53 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","100 m","Avantor","GC Column","","","0.53 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"AVAN- GC Columns"," GC Columns","105 m","Avantor","GC Column","","","0.53 mm","70% Cyanopropylphenyl"," 50% Methyl Polysiloxane","","active"
"DAIC-80592","80592","Daicel CHIRALPAK IA-3 50x2.1mm","Daicel","GC Column","","","50 mm","2.1 mm","CHIRALPAK IA-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-80593","80593","Daicel CHIRALPAK IA-3 100x2.1mm","Daicel","GC Column","","","100 mm","2.1 mm","CHIRALPAK IA-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-80594","80594","Daicel CHIRALPAK IA-3 150x2.1mm","Daicel","GC Column","","","150 mm","2.1 mm","CHIRALPAK IA-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-80595","80595","Daicel CHIRALPAK IA-3 250x2.1mm","Daicel","GC Column","","","250 mm","2.1 mm","CHIRALPAK IA-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-88592","88592","Daicel CHIRALPAK IB N-3 50x2.1mm","Daicel","GC Column","","","50 mm","2.1 mm","CHIRALPAK IB N-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-88593","88593","Daicel CHIRALPAK IB N-3 100x2.1mm","Daicel","GC Column","","","100 mm","2.1 mm","CHIRALPAK IB N-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-88594","88594","Daicel CHIRALPAK IB N-3 150x2.1mm","Daicel","GC Column","","","150 mm","2.1 mm","CHIRALPAK IB N-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-88595","88595","Daicel CHIRALPAK IB N-3 250x2.1mm","Daicel","GC Column","","","250 mm","2.1 mm","CHIRALPAK IB N-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-81592","81592","Daicel CHIRALPAK IB-3 50x2.1mm","Daicel","GC Column","","","50 mm","2.1 mm","CHIRALPAK IB-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-81593","81593","Daicel CHIRALPAK IB-3 100x2.1mm","Daicel","GC Column","","","100 mm","2.1 mm","CHIRALPAK IB-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-81594","81594","Daicel CHIRALPAK IB-3 150x2.1mm","Daicel","GC Column","","","150 mm","2.1 mm","CHIRALPAK IB-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-81595","81595","Daicel CHIRALPAK IB-3 250x2.1mm","Daicel","GC Column","","","250 mm","2.1 mm","CHIRALPAK IB-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-83592","83592","Daicel CHIRALPAK IC-3 50x2.1mm","Daicel","GC Column","","","50 mm","2.1 mm","CHIRALPAK IC-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-83593","83593","Daicel CHIRALPAK IC-3 100x2.1mm","Daicel","GC Column","","","100 mm","2.1 mm","CHIRALPAK IC-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-83594","83594","Daicel CHIRALPAK IC-3 150x2.1mm","Daicel","GC Column","","","150 mm","2.1 mm","CHIRALPAK IC-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-83595","83595","Daicel CHIRALPAK IC-3 250x2.1mm","Daicel","GC Column","","","250 mm","2.1 mm","CHIRALPAK IC-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-84592","84592","Daicel CHIRALPAK ID-3 50x2.1mm","Daicel","GC Column","","","50 mm","2.1 mm","CHIRALPAK ID-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-84593","84593","Daicel CHIRALPAK ID-3 100x2.1mm","Daicel","GC Column","","","100 mm","2.1 mm","CHIRALPAK ID-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-84594","84594","Daicel CHIRALPAK ID-3 150x2.1mm","Daicel","GC Column","","","150 mm","2.1 mm","CHIRALPAK ID-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-84595","84595","Daicel CHIRALPAK ID-3 250x2.1mm","Daicel","GC Column","","","250 mm","2.1 mm","CHIRALPAK ID-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-85592","85592","Daicel CHIRALPAK IE-3 50x2.1mm","Daicel","GC Column","","","50 mm","2.1 mm","CHIRALPAK IE-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-85593","85593","Daicel CHIRALPAK IE-3 100x2.1mm","Daicel","GC Column","","","100 mm","2.1 mm","CHIRALPAK IE-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-85594","85594","Daicel CHIRALPAK IE-3 150x2.1mm","Daicel","GC Column","","","150 mm","2.1 mm","CHIRALPAK IE-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-85595","85595","Daicel CHIRALPAK IE-3 250x2.1mm","Daicel","GC Column","","","250 mm","2.1 mm","CHIRALPAK IE-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-86592","86592","Daicel CHIRALPAK IF-3 50x2.1mm","Daicel","GC Column","","","50 mm","2.1 mm","CHIRALPAK IF-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
"DAIC-86593","86593","Daicel CHIRALPAK IF-3 100x2.1mm","Daicel","GC Column","","","100 mm","2.1 mm","CHIRALPAK IF-3 (3 um, Reversed-Phase Chiral Stationary Phase)","","active"
