productId,partNumber,brand,name,catalogUrl
"MERC-OPTI-GUARD® C18 (40 μm) HPLC Guard Column (50 pk)","OPTI-GUARD® C18 (40 μm) HPLC Guard Column (50 pk)","Merck","Particle Size",""
"MERC-OPTI-GUARD® C8 (40 μm) HPLC Guard Column (50 pk)","OPTI-GUARD® C8 (40 μm) HPLC Guard Column (50 pk)","Merck","Particle Size",""
"MERC-OPTI-GUARD® C18 (40 μm) HPLC Guard Column (60 pk)","OPTI-GUARD® C18 (40 μm) HPLC Guard Column (60 pk)","Merck","Particle Size",""
"MERC-OPTI-GUARD® C8 (40 μm) HPLC Guard Column (60 pk)","OPTI-GUARD® C8 (40 μm) HPLC Guard Column (60 pk)","Merck","Particle Size",""
"MERC-OPTI-GUARD® C18 (40 μm) HPLC Guard Column (70 pk)","OPTI-GUARD® C18 (40 μm) HPLC Guard Column (70 pk)","Merck","Particle Size",""
"MERC-OPTI-GUARD® C8 (40 μm) HPLC Guard Column (70 pk)","OPTI-GUARD® C8 (40 μm) HPLC Guard Column (70 pk)","Merck","Particle Size",""
"MERC-OPTI-GUARD® C18 (40 μm) HPLC Guard Column (80 pk)","OPTI-GUARD® C18 (40 μm) HPLC Guard Column (80 pk)","Merck","Particle Size",""
"MERC-OPTI-GUARD® C8 (40 μm) HPLC Guard Column (80 pk)","OPTI-GUARD® C8 (40 μm) HPLC Guard Column (80 pk)","Merck","Particle Size",""
"MERC-OPTI-GUARD® C18 (40 μm) HPLC Guard Column (90 pk)","OPTI-GUARD® C18 (40 μm) HPLC Guard Column (90 pk)","Merck","Particle Size",""
"MERC-OPTI-GUARD® C8 (40 μm) HPLC Guard Column (90 pk)","OPTI-GUARD® C8 (40 μm) HPLC Guard Column (90 pk)","Merck","Particle Size",""
"MERC-OPTI-GUARD® C18 (40 μm) HPLC Guard Column (100 pk)","OPTI-GUARD® C18 (40 μm) HPLC Guard Column (100 pk)","Merck","Particle Size",""
"MERC-OPTI-GUARD® C8 (40 μm) HPLC Guard Column (100 pk)","OPTI-GUARD® C8 (40 μm) HPLC Guard Column (100 pk)","Merck","Particle Size",""
"MERC-55261-U","55261-U","Merck","HybridSPE®-Phospholipid solid phase extraction (SPE) Cartridge",""
"MERC-55267-U","55267-U","Merck","HybridSPE®-Phospholipid solid phase extraction (SPE) Cartridge",""
"MERC-55276-U","55276-U","Merck","HybridSPE®-Phospholipid solid phase extraction (SPE) Cartridge",""
"MERC-505361-U","505361-U","Merck","LpDNPH S10L solid phase extraction (SPE) Cartridge",""
"MERC-21026-U","21026-U","Merck","LpDNPH S10 solid phase extraction (SPE) Cartridge",""
"MERC-54072-U","54072-U","Merck","LpDNPH S10 solid phase extraction (SPE) Cartridge",""
"MERC-21024-U","21024-U","Merck","LpDNPH S10 solid phase extraction (SPE) Cartridge",""
"MERC-23124-U","23124-U","Merck","LpDNPH S10 solid phase extraction (SPE) Cartridge",""
"MERC-21034-U","21034-U","Merck","BPE-DNPH solid phase extraction (SPE) Cartridge",""
"MERC-21036-U","21036-U","Merck","BPE-DNPH solid phase extraction (SPE) Cartridge",""
"MERC-52582-U","52582-U","Merck","Supelclean™ Florisil®/Na2SO4 SPE Tube",""
"MERC-54116-U","54116-U","Merck","Supelclean™ Florisil®/Na2SO4 SPE Tube",""
"MERC-52577-U","52577-U","Merck","Supelclean™ SAX/PSA SPE Tube",""
"MERC-52576-U","52576-U","Merck","Supelclean™ SAX/PSA SPE Tube",""
